gvkey,iid,gvkeyx,from,thru
015698,01W,150192,1995-10-02,1998-09-29
015698,01W,150194,1985-12-31,2025-04-08
015699,01W,150376,2000-01-01,2000-09-15
015699,01W,151227,1993-07-01,1997-07-30
015699,02W,151227,1991-09-30,1993-06-30
015699,03W,150376,2000-01-01,
015699,03W,151227,1991-09-30,2000-06-30
015699,03W,151227,2000-12-31,
015700,02W,150070,1990-07-02,1992-12-31
015702,02W,150378,2001-12-24,2009-01-23
015702,02W,150376,2001-12-24,2009-01-23
015703,01W,150152,1993-01-04,
015703,01W,150378,2000-12-31,
015703,01W,150928,2006-10-27,
015703,01W,150376,2000-01-01,
015705,02W,150280,2001-11-28,2006-07-14
015722,01W,150034,1994-07-01,2001-06-15
015724,01W,150007,1993-07-30,
015724,01W,150940,2000-12-31,
015724,01W,150356,1985-12-31,
015724,01W,150095,1988-07-31,
015724,01W,150377,1995-12-31,
015724,01W,150378,2000-12-31,
015724,01W,150376,2000-01-01,
015725,01W,150007,1993-07-30,2004-09-30
015726,03W,150352,1999-03-22,2006-05-18
015726,03W,150378,2000-12-31,2006-05-19
015726,03W,150376,2000-01-01,2006-05-19
015728,01W,151232,1992-01-16,1993-06-30
015728,01W,150034,1989-01-17,1996-01-15
015730,01W,150343,1996-08-30,1998-02-19
015730,01W,150343,1998-07-09,2001-12-31
015730,02W,150343,2000-01-18,2001-04-26
015734,01W,150378,2003-03-24,2004-03-19
015734,01W,150376,2003-03-24,2004-03-19
015736,01W,150069,2005-09-21,2022-03-31
015736,01W,150194,2004-03-22,2023-09-06
015736,02W,150194,1985-12-31,1998-10-24
015738,01W,150192,1992-09-30,1995-10-01
015738,01W,150194,1985-12-31,2002-06-26
015741,01W,150007,1993-07-30,1998-08-21
015742,01W,150033,1990-04-20,
015743,01W,150067,2001-06-18,
015748,01W,150069,2002-02-27,
015748,01W,150192,2003-09-25,
015748,01W,150194,1985-12-31,2025-04-08
015749,03W,150051,1985-12-31,2002-12-06
015750,01W,150194,1985-12-31,2025-04-08
015753,01W,150067,2001-06-18,
015755,01W,151227,1991-09-30,1992-06-30
015756,01W,150061,1988-12-31,
015766,01W,150340,1989-10-31,1992-12-02
015766,02W,150340,1989-10-31,1992-12-02
015767,01W,150376,2000-01-01,2020-06-21
015769,01W,150051,1985-12-31,1989-02-02
015771,01W,150033,1990-04-20,2009-07-03
015772,01W,150067,2002-01-25,2005-03-18
015773,01W,160134,1988-08-01,1989-07-31
015773,01W,160134,1990-08-01,1992-07-31
015773,01W,160134,1994-07-20,1995-07-31
015773,01W,160134,1996-02-23,
015773,01W,150378,2000-12-31,
015773,01W,150022,2001-01-15,
015773,01W,150376,2000-01-01,
015777,01W,150007,1995-02-14,1999-07-29
015779,01W,150069,1985-12-31,2008-03-25
015779,01W,150192,1992-09-30,2008-03-25
015779,01W,150194,1985-12-31,2008-03-25
015779,02W,150069,2008-04-11,
015779,02W,150194,2008-04-01,2025-04-08
015779,02W,150192,2008-04-02,
015781,01W,150944,2002-08-01,
015782,01W,150377,1995-12-31,2003-09-19
015782,01W,150376,2000-01-01,
015782,01W,150377,2014-09-22,
015784,01W,150940,2000-12-31,2020-09-20
015784,01W,150021,1993-12-08,
015784,01W,150093,1987-12-31,1999-06-22
015784,01W,150093,1999-09-07,
015784,01W,150377,1998-09-21,1999-09-17
015784,01W,150377,2004-09-20,2011-09-16
015784,01W,150378,2000-12-31,
015784,01W,150171,1993-12-08,
015784,01W,150928,2006-10-27,
015784,01W,150376,2000-01-01,
015785,01W,150070,1988-06-30,1993-12-30
015785,02W,150070,1993-01-04,1993-06-28
015785,03W,150070,1993-12-31,1997-11-21
015786,01W,150352,1992-12-31,2006-10-13
015786,01W,150378,2000-12-31,2006-10-13
015786,01W,150376,2000-01-01,2006-10-13
015787,01W,150352,1992-12-31,1994-10-14
015788,01W,150070,1993-01-04,1998-06-29
015788,02W,150070,1988-06-30,1996-05-10
015788,03W,150070,1988-06-30,1993-04-15
015804,01W,150352,1992-12-31,2009-05-29
015804,01W,150940,2000-12-31,2009-06-29
015804,01W,150377,1995-12-31,2010-09-17
015804,01W,150378,2000-12-31,
015804,01W,150376,2000-01-01,
015804,01W,150940,2010-12-20,2016-09-16
015804,01W,150928,2023-05-02,
015805,02W,150070,2000-12-31,2009-10-06
015805,02W,150376,2000-01-01,2016-12-16
015805,02W,150280,2001-11-28,
015805,02W,150376,2018-03-28,2018-09-23
015809,01W,150034,1989-01-31,2012-03-14
015809,01W,150378,2006-03-20,2008-09-19
015809,01W,150376,2006-03-20,2008-09-19
015811,01W,150069,2000-09-22,2011-08-28
015811,01W,150194,1985-12-31,2011-08-28
015811,01W,150192,2008-01-28,2011-08-28
015812,01W,150194,1985-12-31,2006-09-25
015814,01W,150376,2000-01-01,2000-06-19
015816,01W,150069,2000-04-24,2022-09-27
015816,01W,150192,1999-10-01,
015816,01W,150194,1985-12-31,2025-04-08
015816,01W,150069,2022-10-04,
015818,01W,150021,1993-12-08,1996-03-28
015818,01W,150171,1993-12-08,1996-04-11
015820,01W,150194,1985-12-31,2000-04-01
015826,01W,150352,1992-12-31,1998-09-29
015826,01W,150378,2000-12-31,2003-01-06
015826,01W,150376,2000-01-01,2003-01-06
015829,01W,150007,1993-07-30,2002-08-23
015833,02W,150061,1994-02-28,1998-12-30
015833,04W,151312,2003-06-20,2016-06-16
015833,90W,150061,2009-03-20,2015-03-20
015844,01W,150280,2001-11-28,
015845,01W,150021,1993-12-08,2005-01-13
015845,01W,150171,1993-12-08,1996-12-31
015845,01W,150171,2000-01-19,2004-04-30
015846,01W,150034,1989-03-01,
015846,01W,151232,1989-03-01,
015846,01W,150378,2000-12-31,2012-06-15
015846,01W,150376,2000-01-01,2012-06-15
015846,01W,150376,2013-06-24,
015846,01W,150378,2014-09-22,
015862,01W,150378,2006-03-20,2009-09-18
015862,01W,150376,2006-03-20,2009-09-20
015862,02W,150378,2003-09-22,2004-03-19
015862,02W,150378,2005-12-19,2006-03-17
015862,02W,150376,2003-09-22,2004-03-19
015862,02W,150376,2005-12-19,2006-03-17
015862,02W,150352,2008-03-31,2008-09-19
015862,02W,150376,2024-03-18,
015862,02W,150376,2015-08-14,2016-09-16
015862,02W,150378,2015-08-14,2016-09-16
015862,02W,150928,2025-05-02,
015865,01W,150280,2001-11-28,
015866,03W,150343,1995-11-16,2006-07-14
015866,03W,150151,1992-11-30,2005-09-16
015866,04W,150343,1995-11-16,1999-06-18
015875,01W,150192,1992-09-30,2010-03-26
015875,01W,150194,1985-12-31,2010-03-26
015876,01W,150192,1992-09-30,2007-07-31
015876,01W,150194,1985-12-31,2007-07-31
015876,01W,150077,2007-08-01,2011-03-31
015876,01W,150194,2011-04-28,2025-04-08
015883,01W,150022,2001-01-15,
015883,02W,150022,2001-01-15,
015888,01W,150194,1985-12-31,1991-04-02
015889,01W,150061,1988-12-31,
015889,03W,151312,2003-06-20,
015889,04W,150061,2003-11-10,2003-11-17
015890,03W,150352,1992-12-31,2009-05-29
015890,03W,150378,2000-12-31,2009-10-06
015890,03W,150376,2000-01-01,2009-10-06
015891,01W,150021,1993-12-08,2003-07-04
015891,01W,150171,1993-12-08,1994-08-31
015891,01W,150171,1998-02-20,2001-01-12
015892,01W,150034,1989-11-10,1989-12-29
015893,01W,150034,1989-03-01,2003-07-31
015894,01W,150343,1998-02-20,2000-01-17
015895,01W,150007,1993-07-30,1999-09-28
015895,01W,150007,2001-06-18,2002-08-19
015895,01W,150356,1985-12-31,2000-01-18
015897,01W,150376,2002-12-23,2007-12-21
015901,01W,150194,1985-12-31,2009-03-25
015902,01W,150194,1985-12-31,2001-03-26
015903,01W,150152,1999-07-09,2000-09-11
015903,01W,150376,2000-01-01,2000-09-15
015908,01W,150021,1993-12-08,2004-12-31
015908,01W,150021,2006-09-18,
015908,01W,150378,2000-12-31,
015908,01W,150171,1993-12-08,
015908,01W,150928,2007-07-03,2009-03-20
015908,01W,150376,2000-01-01,
015911,01W,150021,1993-12-08,2004-12-31
015911,01W,150171,2004-05-03,2004-08-16
015912,01W,150061,1988-12-31,
015914,01W,150352,1992-12-31,1995-12-28
015914,01W,150352,2006-09-18,2007-03-18
015914,01W,150378,2000-12-31,2001-12-21
015914,01W,150378,2003-01-07,2010-03-19
015914,01W,150352,2007-09-24,2008-09-19
015914,01W,150376,2000-09-18,2001-12-23
015914,01W,150376,2003-01-07,2010-03-19
015914,01W,150376,2014-03-24,2017-12-17
015914,01W,150378,2014-09-22,
015919,01W,150069,1985-12-31,2015-09-30
015919,01W,150194,1985-12-31,2025-04-08
015919,01W,160136,1994-01-01,
015921,01W,150033,2011-02-01,2025-06-22
015922,03W,150376,2012-09-24,2014-06-20
015923,01W,150021,1993-12-08,1997-12-31
015926,01W,150194,1985-12-31,2016-09-28
015926,01W,150192,2011-08-29,2016-09-28
015929,01W,150377,1995-12-31,2008-09-19
015929,01W,150376,2000-01-01,
015929,01W,150377,2013-09-23,
015930,01W,150034,1988-12-31,1999-05-24
015932,01W,150061,2004-07-05,2018-06-15
015933,01W,150069,1985-12-31,2010-03-26
015933,01W,150192,1992-09-30,2010-03-26
015933,01W,150194,1985-12-31,2010-03-26
015933,01W,150192,2010-04-02,
015933,01W,150069,2010-04-02,
015933,01W,150194,2010-04-01,2025-04-08
015934,01W,150007,1993-07-30,1998-01-19
015934,02W,150007,2001-06-18,2009-02-13
015934,03W,150007,1993-07-30,2009-02-13
015935,02W,150376,2000-01-01,2000-03-17
015935,02W,150280,2001-11-28,
015936,01W,150021,1993-12-08,
015936,01W,150378,2002-09-23,
015936,01W,150171,2002-12-23,
015936,01W,150928,2006-10-27,2020-11-01
015936,01W,150376,2002-09-23,
015936,01W,150093,2015-12-21,2017-03-19
015936,01W,150262,2015-01-12,2015-03-20
015937,01W,150194,1985-12-31,2025-04-08
016171,01W,150021,1993-12-08,1998-07-29
016172,01W,150021,1993-12-08,2002-11-19
016172,01W,150378,2000-12-31,2002-11-14
016172,01W,150171,1993-12-08,2002-11-19
016172,01W,150376,2000-12-18,2002-11-14
016172,01W,150376,2000-01-01,2000-06-16
016174,01W,150352,1992-12-31,1994-10-14
016177,01W,150021,1993-12-08,1999-10-26
016177,01W,150171,1993-12-08,1999-10-26
016183,01W,150944,2008-12-31,
016184,01W,150034,1989-03-01,2002-01-18
016184,01W,150034,2002-07-22,2009-08-10
016189,01W,150061,1988-12-31,
016200,01W,150280,2001-11-28,
016201,01W,150034,1989-01-14,1990-12-30
016204,04W,150021,1993-12-08,1997-12-31
016204,04W,150171,1993-12-08,1997-12-31
016208,01W,150034,1989-09-26,1995-06-12
016215,02W,150280,2001-11-28,
016216,01W,150280,2001-11-28,2002-01-09
016255,01W,150021,1993-12-08,2001-04-30
016255,01W,150171,1993-12-08,2001-02-27
016255,01W,150376,2000-01-01,2000-09-15
016258,02W,150280,2001-11-28,2014-10-24
016260,01W,150021,1993-12-08,1996-03-28
016260,01W,150021,1996-08-30,2000-11-24
016260,01W,150171,1993-12-08,2000-11-24
016262,01W,150352,2003-08-04,2003-09-19
016262,01W,150352,2004-03-22,2004-09-19
016262,01W,150352,2005-03-21,2006-09-17
016262,01W,150352,2007-03-19,2009-03-20
016262,01W,150378,2003-08-04,2015-11-02
016262,01W,150376,2003-08-04,2015-09-02
016264,01W,151227,1993-01-04,1993-06-30
016264,02W,151227,1991-09-30,1992-12-31
016267,01W,150352,1998-09-30,1999-09-17
016267,01W,150352,1999-12-20,2009-05-29
016267,01W,150378,2000-12-31,
016267,01W,150376,2000-01-01,
016267,01W,150928,2024-05-02,
016281,01W,150034,1988-12-31,
016281,01W,151232,1988-12-31,2000-06-30
016281,01W,151232,2003-07-01,2005-12-30
016281,01W,151232,2006-07-25,
016281,01W,150378,2003-06-23,
016281,01W,150376,2003-06-23,2020-09-20
016281,01W,150376,2025-03-24,
016285,01W,150021,2001-02-19,2004-04-26
016297,01W,150021,1993-12-08,1999-05-07
016299,01W,150376,2020-06-22,
016301,01W,150194,1985-12-31,2025-04-08
016301,01W,150069,2010-10-01,
016301,01W,160136,1994-01-01,
016305,01W,150944,2005-09-13,
016307,01W,150034,1989-12-30,1990-12-30
016308,01W,150034,1994-09-23,2007-06-09
016308,02W,150034,1988-12-31,1994-09-22
016308,02W,151232,1988-12-31,1993-06-30
016310,01W,150376,2001-10-15,2002-09-22
016310,01W,150280,2001-11-28,
016313,01W,150352,1992-12-31,1997-07-25
016320,01W,150021,1993-12-08,1999-01-04
016321,01W,150021,1993-12-08,2004-12-31
016321,01W,150021,2006-12-18,2007-12-21
016323,01W,150021,1993-12-08,2002-04-16
016329,01W,150034,1989-03-01,1990-06-21
016331,01W,150352,1992-12-31,1997-07-25
016331,02W,150376,2011-03-21,2022-09-18
016331,02W,150378,2011-03-21,
016331,10W,150376,2022-09-19,
016331,10W,150262,2022-12-19,
016334,01W,150051,1987-02-12,1994-11-30
016334,02W,150067,2002-01-25,2015-09-18
016336,01W,150194,1985-12-31,2000-05-14
016336,01W,160136,1994-01-01,2000-02-15
016339,01W,150280,2001-11-28,2002-12-06
016343,01W,150034,1989-01-14,1994-06-30
016346,01W,150034,1988-12-31,2013-05-24
016346,01W,151232,1992-01-16,1997-09-29
016346,01W,151232,2003-01-02,2006-09-17
016346,01W,151232,2006-10-03,2007-06-29
016346,01W,150378,2002-09-23,2008-04-14
016346,01W,150376,2002-09-23,2008-04-14
016348,03W,150352,1995-12-29,1997-07-25
016348,03W,150352,1997-11-02,2009-05-29
016348,03W,150378,2000-12-31,
016348,03W,150377,2007-09-24,2011-09-16
016348,03W,150376,2000-01-01,
016348,03W,150940,2007-01-02,
016348,03W,150377,2015-09-21,
016348,03W,150928,2023-05-02,
016348,05W,150352,1992-12-31,1994-10-14
016349,02W,150376,2009-01-26,
016349,02W,150280,2001-11-28,
016358,01W,150034,1989-01-17,1990-06-20
016362,01W,150021,1993-12-08,2013-07-09
016362,01W,150171,2007-12-24,2014-01-17
016365,03W,150280,2001-11-28,2013-05-21
016375,01W,150022,2001-01-15,2010-03-22
016380,03W,150022,2002-01-31,2012-01-31
016382,01W,150352,1994-10-17,1999-03-19
016382,01W,150352,2003-01-29,2003-12-23
016382,01W,150378,2000-12-31,2003-12-31
016382,01W,150376,2000-01-01,2003-12-31
016383,01W,150021,1993-12-08,2013-02-27
016383,01W,150378,2000-12-31,2013-02-28
016383,01W,150093,2007-06-18,2013-02-28
016383,01W,150171,1993-12-08,2013-02-28
016383,01W,150928,2006-10-27,2013-02-27
016383,01W,150376,2000-01-01,2013-02-28
016383,01W,150262,2009-01-14,2013-02-26
016383,01W,150940,2010-02-08,2013-02-28
016383,02W,150262,2007-06-22,2009-01-13
016383,02W,150928,2013-02-28,2020-11-01
016383,02W,150378,2013-03-01,
016383,02W,150940,2013-03-01,2019-09-23
016383,02W,150093,2013-03-01,2023-04-13
016383,02W,150171,2013-03-01,2023-04-13
016383,02W,150376,2013-03-01,2023-04-17
016383,02W,150928,2021-05-03,2023-05-01
016383,02W,150262,2013-03-01,2023-03-08
016383,02W,150021,2014-09-22,2023-04-13
016383,02W,150928,2024-05-02,
016383,09W,150376,2023-04-18,
016383,09W,150021,2023-04-14,
016383,09W,150093,2023-04-14,
016383,09W,150171,2023-04-14,
016383,09W,150928,2023-04-14,2023-05-01
016383,90W,150061,2018-06-08,2025-08-25
016388,01W,150021,1993-12-08,1995-02-08
016388,01W,150021,1996-03-29,2011-03-18
016388,01W,150171,1998-07-21,2000-08-16
016392,01W,150194,1985-12-31,2011-08-28
016393,01W,150022,2001-01-15,2012-12-26
016397,01W,150352,1997-07-28,2005-09-16
016397,01W,150352,2005-10-31,2006-09-17
016397,01W,150378,2000-12-31,2006-12-15
016397,01W,150376,2000-01-01,2006-12-15
016398,01W,150022,2001-01-15,
016399,01W,150192,1992-09-30,
016399,01W,150194,1985-12-31,2021-03-29
016400,04W,150267,2000-10-31,2000-12-30
016400,04W,150376,2000-01-01,2000-11-16
016403,01W,150267,2004-12-20,2006-12-21
016403,01W,150376,2001-07-12,2003-03-23
016436,01W,150376,2000-01-01,2016-05-13
016447,01W,150152,1990-12-31,
016447,01W,150940,2000-12-31,2001-12-16
016447,01W,150378,2000-12-31,2001-12-14
016447,01W,150376,2000-01-01,2001-12-16
016447,01W,150928,2009-03-23,2023-05-01
016447,01W,150262,2009-01-14,2009-03-20
016447,01W,150376,2009-01-14,
016447,01W,150378,2009-01-14,
016447,01W,150940,2009-01-14,2009-09-18
016447,01W,150928,2025-05-02,
016447,06W,150940,2001-12-17,2009-01-13
016447,06W,150262,1994-02-01,2009-01-13
016447,06W,150377,2002-09-23,2008-09-19
016447,06W,150378,2000-12-31,2009-01-13
016447,06W,150928,2006-10-27,2008-12-19
016447,06W,150376,2000-01-01,2009-01-13
016449,01W,150340,1989-10-31,1990-04-24
016450,01W,150061,1988-12-31,2004-07-02
016538,01W,150051,1986-06-06,2017-12-04
016560,01W,150061,1988-12-31,2024-07-23
016590,01W,150051,1985-12-31,
016591,01W,150051,1989-02-03,2001-06-15
016603,01W,150070,1991-01-01,
016603,01W,150377,1995-12-31,
016603,01W,150376,2000-01-01,
016603,01W,150280,2001-11-28,
016603,02W,150070,1988-06-30,1993-06-03
016603,03W,150070,1988-06-30,1990-12-31
016610,01W,150944,2004-01-30,2016-09-16
016610,01W,150944,2022-01-31,2024-09-22
016610,01W,150944,2025-03-24,
016621,01W,150051,1985-12-31,2018-03-01
017225,01W,150376,2000-01-01,2010-09-23
017287,01W,150944,2016-09-19,
017315,03W,150944,2007-05-01,2014-09-22
017346,01W,151227,1991-09-30,1992-05-31
017346,03W,151227,1991-09-30,1999-06-28
017404,01W,150376,2000-01-01,
017412,03W,150267,2000-10-31,2002-07-01
017412,03W,150267,2002-12-23,2003-06-03
017412,04W,150267,2002-12-23,2003-06-03
017417,01W,150033,1989-11-03,2002-11-19
017417,01W,150033,2007-12-31,2009-07-03
017420,01W,150376,2000-01-01,2022-05-12
017420,01W,151227,1991-09-30,
017420,02W,150376,2000-01-01,2000-06-16
017420,02W,151227,1991-09-30,2025-06-29
017420,02W,150376,2022-05-13,
017436,01W,150007,1993-07-30,
017436,01W,150940,2000-12-31,
017436,01W,150356,1985-12-31,
017436,01W,150095,1988-07-31,
017436,01W,150377,2002-09-23,
017436,01W,150378,2000-12-31,
017436,01W,150376,2000-01-01,
017452,02W,150021,1993-12-08,
017452,02W,150093,1987-12-31,
017452,02W,150940,2000-12-31,
017452,02W,150378,2000-12-31,
017452,02W,150171,1993-12-08,
017452,02W,150928,2006-10-27,
017452,02W,150376,2000-01-01,
017453,01W,150377,1995-12-31,1996-12-20
017525,01W,150061,1988-12-31,
017535,01W,150061,1988-12-31,1995-12-20
017542,01W,150069,2002-10-02,2011-09-27
017542,01W,150192,1992-09-30,2011-09-27
017542,01W,150194,1985-12-31,2011-09-26
017544,01W,150061,1988-12-31,2011-01-31
017544,01W,150061,2011-03-01,2024-06-19
017611,01W,150376,2000-01-01,2000-07-12
017629,01W,150061,1988-12-31,2006-11-20
017703,01W,150069,2000-04-24,
017703,01W,150194,1985-12-31,2025-04-08
017744,01W,150061,1988-12-31,1994-06-29
017744,01W,150061,2001-09-03,2002-02-28
017774,01W,150061,1988-12-31,2000-06-06
017826,90W,150061,2024-03-18,
017827,01W,150069,1985-12-31,
017827,01W,150192,1992-09-30,
017827,01W,150194,1985-12-31,2025-04-08
017828,01W,150007,1993-07-30,
017828,01W,150940,2000-12-31,
017828,01W,150356,1985-12-31,
017828,01W,150095,1988-07-31,
017828,01W,150377,1995-12-31,
017828,01W,150378,2000-12-31,
017828,01W,150376,2000-01-01,
017830,01W,150069,1985-12-31,
017830,01W,150192,1992-09-30,
017830,01W,150194,1985-12-31,2025-04-08
017947,01W,150944,2002-08-01,2013-12-23
017947,01W,150944,2016-09-19,
018014,03W,151227,1993-07-01,1994-05-30
018043,91W,150061,2014-03-24,
018075,01W,150086,2019-05-06,2025-05-28
018369,01W,151312,2003-06-20,2006-07-02
018369,02W,150061,1998-12-31,2001-08-10
018369,04W,151312,2003-07-01,2005-02-17
018375,02W,150061,1996-03-21,2000-07-21
018378,02W,150061,1988-12-31,1996-03-13
018466,01W,150069,2000-04-24,
018466,01W,150194,1985-12-31,2025-04-08
018467,01W,150069,1985-12-31,
018467,01W,150192,1992-09-30,
018467,01W,150194,1985-12-31,2025-04-08
018474,01W,150376,2000-01-01,2018-04-20
018526,02W,150051,1985-12-31,
018529,01W,150262,1994-02-01,1999-12-14
018636,01W,150377,1995-12-31,
018636,01W,150376,2000-01-01,
018649,01W,150051,1985-12-31,2002-12-06
018687,01W,150192,1992-09-30,2013-06-25
018687,01W,150194,1985-12-31,2013-07-02
018709,01W,150069,1985-12-31,
018709,01W,150192,1992-09-30,
018709,01W,150194,1985-12-31,2025-04-08
018711,01W,150069,1985-12-31,2005-05-16
018711,01W,150192,1992-09-30,1998-09-29
018711,01W,150194,1985-12-31,2005-05-16
018715,01W,150069,2000-04-24,
018715,01W,150192,1992-09-30,
018715,01W,150194,1985-12-31,2025-04-08
018716,01W,150069,1985-12-31,2002-09-18
018716,01W,150192,1992-09-30,2002-09-18
018716,01W,150194,1985-12-31,2002-09-18
018729,01W,150069,1985-12-31,
018729,01W,150192,1992-09-30,
018729,01W,150194,1985-12-31,2025-04-08
018753,01W,150033,1990-04-20,
018754,01W,150069,1991-10-01,2008-09-30
018754,01W,150192,1992-09-30,2003-09-30
018754,01W,150194,1985-12-31,2025-04-08
018756,01W,150376,2000-01-01,2001-03-26
018766,02W,150376,2000-01-01,2015-06-19
018766,02W,150376,2017-03-20,2018-03-27
018860,01W,150377,1995-12-31,1999-09-17
018860,01W,150376,2000-01-01,
018877,01W,150069,1985-12-31,2009-03-25
018877,01W,150192,1992-09-30,2009-03-25
018877,01W,150194,1985-12-31,2009-03-31
018931,01W,150069,1985-12-31,
018931,01W,150194,1985-12-31,2025-04-08
018934,01W,150061,1988-12-31,2008-03-28
018957,01W,150194,2012-10-31,
018957,01W,150192,2015-10-01,
018957,01W,150069,2023-04-03,
018957,02W,150069,2002-10-02,2010-03-15
018957,02W,150192,2002-10-02,2010-01-19
018957,02W,150194,2002-10-02,2010-01-19
019002,01W,150069,1992-10-01,
019002,01W,150192,1992-09-30,
019002,01W,150194,1985-12-31,2025-04-08
019043,01W,150069,1985-12-31,
019043,01W,150192,1992-09-30,
019043,01W,150194,1985-12-31,2025-04-08
019045,01W,150069,1985-12-31,2005-09-26
019045,01W,150192,1992-09-30,2005-09-26
019045,01W,150194,1985-12-31,2005-09-26
019045,02W,150069,2005-10-04,
019045,02W,150192,2005-10-04,
019045,02W,150194,2005-10-03,2025-04-08
019048,01W,150069,2003-09-02,2008-03-25
019048,01W,150192,2003-09-02,2008-03-25
019048,01W,150194,2003-09-02,2008-03-25
019083,01W,150051,1985-12-31,2003-06-06
019083,01W,150051,2005-06-06,2020-06-24
019083,01W,150051,2020-07-13,2024-12-05
019083,05W,150051,2020-06-26,2020-07-09
019097,01W,150069,1985-12-31,2002-09-18
019097,01W,150192,1992-09-30,2002-09-18
019097,01W,150194,1985-12-31,2002-09-18
019099,01W,150192,1992-09-30,2007-09-30
019099,01W,150194,1985-12-31,2025-04-08
019112,01W,150069,1985-12-31,
019112,01W,150192,1992-09-30,
019112,01W,150194,1985-12-31,2025-04-08
019113,01W,150069,1985-12-31,
019113,01W,150192,1992-09-30,
019113,01W,150194,1985-12-31,2025-04-08
019115,01W,150069,1985-12-31,
019115,01W,150192,1992-09-30,
019115,01W,150194,1985-12-31,2025-04-08
