gvkey,gsector,ggroup,gind,gsubind
019137,40,4010,401010,40101015
019138,30,3030,303020,30302010
019141,15,1510,151050,15105020
019142,40,4040,404020,40402050
019143,35,3520,352010,35201010
019149,35,3520,352010,35201010
019150,40,4010,401010,40101015
019151,50,5010,501010,50101020
019152,55,5510,551040,55104010
019153,45,4510,451030,45103020
019154,35,3520,352020,35202010
019155,35,3510,351030,35103010
019156,40,4010,401010,40101015
019157,45,4520,452030,45203015
019158,40,4010,401010,40101015
019159,40,4010,401010,40101015
019163,25,2530,253010,25301020
019164,,,,
019167,20,2020,202010,20201070
019168,25,2530,253010,25301040
019169,,,,
019170,,,,
019171,10,1010,101020,10102020
019172,25,2550,255010,25501010
019173,45,4520,452020,45202030
019174,40,4010,401010,40101010
019175,25,2520,252030,25203010
019176,10,1010,101020,10102020
019177,35,3520,352020,35202010
019181,40,4020,402010,40201040
019182,50,5020,502020,50202020
019184,10,1010,101010,10101020
019187,,,,
019188,10,1010,101020,10102020
019189,35,3510,351010,35101010
019190,25,2530,253010,25301030
019191,10,1010,101020,10102020
019195,40,4030,403010,40301020
019196,40,4030,403010,40301040
019197,45,4510,451030,45103030
019198,15,1510,151040,15104030
019199,30,3010,301010,30101020
019205,35,3520,352010,35201010
019207,40,4010,401010,40101015
019209,15,1510,151010,15101050
019239,,,,
019247,30,3030,303010,30301010
019249,,,,
019250,,,,
019253,20,2020,202020,20202020
019255,,,,
019258,35,3510,351010,35101010
019259,45,4520,452030,45203020
019260,20,2010,201040,20104010
019262,40,4010,401010,40101015
019267,20,2010,201020,20102010
019269,,,,
019272,35,3520,352020,35202010
019273,10,1010,101020,10102040
019274,35,3510,351010,35101010
019275,60,6010,601010,60101060
019278,40,4010,401010,40101015
019279,,,,
019283,,,,
019285,60,6010,601020,60102020
019293,10,1010,101020,10102050
019295,50,5020,502030,50203010
019296,10,1010,101020,10102040
019302,40,4010,401010,40101010
019303,40,4020,402010,40201020
019305,20,2010,201040,20104010
019306,15,1510,151050,15105010
019308,40,4010,401010,40101010
019309,10,1010,101020,10102020
019311,10,1010,101020,10102020
019314,40,4020,402010,40201010
019315,15,1510,151040,15104020
019317,60,6010,601020,60102020
019318,40,4010,401010,40101015
019323,15,1510,151040,15104020
019329,25,2550,255040,25504040
019331,20,2010,201060,20106010
019332,15,1510,151040,15104030
019334,10,1010,101020,10102020
019337,40,4010,401010,40101010
019344,30,3030,303020,30302010
019345,,,,
019346,40,4010,401010,40101010
019347,,,,
019348,20,2010,201060,20106020
019349,20,2010,201050,20105010
019350,10,1010,101010,10101020
019351,,,,
019352,50,5020,502030,50203010
019354,20,2010,201060,20106010
019355,40,4010,401010,40101015
019359,10,1010,101020,10102020
019361,40,4010,401010,40101015
019364,10,1010,101020,10102010
019365,20,2010,201010,20101010
019366,40,4010,401010,40101015
019367,45,4520,452030,45203010
019368,,,,
019369,,,,
019370,,,,
019371,,,,
019372,,,,
019373,,,,
019375,35,3510,351030,35103010
019377,10,1010,101020,10102020
019378,30,3030,303020,30302010
019379,50,5020,502030,50203010
019385,40,4030,403010,40301020
019387,15,1510,151040,15104030
019389,20,2030,203040,20304020
019390,40,4030,403010,40301020
019391,25,2520,252020,25202010
019392,,,,
019393,,,,
019394,50,5020,502010,50201010
019396,25,2520,252030,25203030
019398,25,2530,253010,25301040
019399,40,4010,401010,40101010
019401,40,4010,401010,40101010
019402,25,2520,252030,25203010
019404,40,4010,401010,40101010
019408,,,,
019412,35,3520,352020,35202010
019413,25,2510,251010,25101010
019415,40,4010,401010,40101015
019416,35,3520,352010,35201010
019417,35,3520,352020,35202010
019418,35,3520,352010,35201010
019420,40,4010,401010,40101015
019421,60,6020,602010,60201010
019422,40,4020,402010,40201040
019423,15,1510,151040,15104030
019424,35,3520,352020,35202010
019425,35,3520,352010,35201010
019426,45,4510,451030,45103010
019427,10,1010,101020,10102030
019428,40,4010,401010,40101015
019429,35,3510,351020,35102020
019430,15,1510,151050,15105020
019431,20,2010,201060,20106020
019433,10,1010,101020,10102020
019434,,,,
019435,25,2540,254010,25401030
019437,30,3020,302010,30201030
019438,45,4510,451010,45101010
019439,20,2010,201010,20101010
019440,40,4020,402040,40204010
019441,40,4020,402010,40201020
019442,20,2010,201020,20102010
019447,35,3520,352020,35202010
019451,25,2550,255040,25504040
019458,35,3520,352010,35201010
019460,45,4510,451010,45101010
019462,40,4010,401010,40101010
019463,40,4030,403010,40301020
019465,25,2510,251020,25102010
019467,35,3520,352020,35202010
019468,60,6010,601060,60106010
019469,40,4030,403010,40301040
019470,35,3520,352010,35201010
019471,35,3520,352020,35202010
019477,25,2550,255010,25501010
019479,40,4010,401010,40101015
019483,40,4030,403010,40301020
019484,20,2010,201070,20107010
019485,,,,
019486,40,4010,401010,40101010
019488,,,,
019489,,,,
019494,10,1010,101020,10102020
019498,,,,
019499,,,,
019500,,,,
019501,35,3520,352010,35201010
019502,35,3520,352020,35202010
019503,,,,
019504,,,,
019505,,,,
019507,60,6010,601080,60108010
019508,40,4010,401010,40101015
019510,35,3510,351010,35101010
019511,35,3520,352010,35201010
019516,25,2520,252010,25201030
019517,55,5510,551020,55102010
019518,45,4520,452030,45203015
019519,,,,
019520,,,,
019522,,,,
019525,15,1510,151010,15101030
019526,60,6010,601080,60108010
019527,35,3520,352010,35201010
019528,40,4030,403010,40301040
019529,40,4010,401020,40102010
019530,,,,
019531,,,,
019533,15,1510,151040,15104020
019534,35,3520,352010,35201010
019537,40,4010,401010,40101015
019538,40,4010,401010,40101015
039960,45,4510,451030,45103010
019539,50,5020,502010,50201010
019540,50,5010,501010,50101020
019541,40,4010,401010,40101015
019542,,,,
019544,40,4020,402010,40201010
019545,40,4020,402030,40203010
019548,35,3510,351010,35101010
019549,35,3520,352010,35201010
019551,35,3510,351010,35101020
019552,40,4010,401010,40101010
019553,,,,
019554,,,,
019555,,,,
019556,,,,
019557,45,4510,451020,45102020
019563,45,4510,451030,45103010
019564,40,4010,401010,40101010
019565,15,1510,151040,15104020
019566,40,4030,403010,40301010
019570,40,4010,401010,40101015
019571,40,4010,401010,40101010
019574,50,5020,502010,50201040
019575,45,4520,452010,45201020
019576,,,,
019578,50,5020,502010,50201040
019579,30,3010,301010,30101030
019580,25,2540,254010,25401040
019581,25,2550,255040,25504010
019582,60,6010,601050,60105010
019585,25,2520,252010,25201010
019591,20,2010,201060,20106020
019593,20,2010,201030,20103010
019595,20,2010,201010,20101010
019599,40,4010,401010,40101010
019600,35,3520,352020,35202010
019602,45,4520,452020,45202030
019604,45,4520,452050,45205020
019605,40,4020,402030,40203010
019608,20,2010,201060,20106020
019613,25,2530,253010,25301010
019618,10,1010,101020,10102020
019622,20,2010,201040,20104010
019625,50,5010,501010,50101020
019635,40,4010,401010,40101015
019636,,,,
019637,45,4510,451020,45102010
019638,,,,
019639,,,,
019640,10,1010,101020,10102020
019644,20,2030,203040,20304020
019645,50,5020,502020,50202010
019647,40,4020,402020,40202010
019649,25,2530,253010,25301020
019650,,,,
019655,55,5510,551040,55104010
019658,40,4010,401010,40101015
019659,40,4010,401010,40101015
019660,,,,
019661,25,2510,251020,25102010
019667,,,,
019668,,,,
019669,,,,
019670,,,,
019671,,,,
019672,,,,
019673,,,,
019679,20,2020,202010,20201050
019683,,,,
019687,40,4010,401010,40101015
019692,10,1010,101020,10102020
019694,40,4010,401010,40101010
019696,25,2550,255010,25501010
019706,,,,
019709,15,1510,151040,15104020
019712,40,4030,403010,40301050
019713,40,4010,401010,40101015
019715,45,4510,451020,45102010
019717,35,3520,352010,35201010
019718,35,3520,352010,35201010
019719,45,4520,452010,45201020
019720,25,2530,253010,25301040
019722,35,3520,352020,35202010
019727,40,4010,401010,40101010
019730,20,2020,202020,20202010
019731,20,2010,201010,20101010
019734,,,,
019735,,,,
019737,40,4020,402030,40203010
019740,,,,
019741,20,2020,202010,20201080
019742,40,4010,401010,40101015
019743,,,,
019744,25,2550,255030,25503030
019745,,,,
019746,,,,
019747,50,5020,502010,50201010
019748,,,,
019749,,,,
019751,30,3030,303020,30302010
019752,40,4020,402030,40203010
019753,50,5020,502010,50201010
019757,35,3520,352020,35202010
019758,10,1010,101020,10102040
019761,35,3520,352020,35202010
019762,25,2520,252010,25201010
019765,40,4010,401010,40101010
019767,45,4510,451030,45103010
019768,20,2010,201060,20106020
019769,35,3520,352020,35202010
019770,10,1010,101020,10102040
019771,35,3520,352010,35201010
019772,35,3520,352010,35201010
019773,35,3510,351030,35103010
019776,,,,
019777,,,,
019780,,,,
019781,,,,
019782,,,,
019783,,,,
019784,35,3520,352010,35201010
019788,25,2530,253010,25301010
019789,,,,
019790,50,5020,502030,50203010
019791,35,3520,352010,35201010
019794,40,4010,401010,40101010
019795,40,4010,401010,40101015
019798,40,4030,403010,40301010
019800,60,6010,601010,60101030
019801,15,1510,151010,15101050
019802,45,4510,451030,45103010
019804,20,2010,201020,20102010
019805,,,,
019807,20,2010,201020,20102010
019808,,,,
019809,,,,
019810,,,,
019811,,,,
019812,,,,
019813,,,,
019815,40,4010,401010,40101015
019817,40,4010,401010,40101015
019818,45,4510,451030,45103020
019821,30,3030,303020,30302010
019824,15,1510,151040,15104030
019825,25,2530,253020,25302010
019826,40,4010,401010,40101010
019830,45,4510,451010,45101010
019831,40,4010,401010,40101010
019832,35,3520,352010,35201010
019833,,,,
019834,,,,
019835,15,1510,151040,15104020
019838,40,4020,402030,40203010
019840,30,3020,302020,30202030
019842,40,4010,401010,40101010
019843,30,3010,301010,30101030
019845,35,3510,351010,35101010
019847,40,4030,403010,40301040
019848,20,2020,202020,20202010
019849,45,4510,451030,45103020
019851,60,6010,601040,60104010
019854,45,4520,452010,45201010
019855,60,6010,601070,60107010
019856,40,4020,402030,40203010
019857,20,2020,202010,20201030
019858,20,2010,201070,20107010
019859,35,3520,352010,35201010
019860,40,4010,401010,40101015
019861,20,2010,201060,20106010
019863,55,5510,551010,55101010
019865,,,,
019866,,,,
019867,,,,
019871,35,3520,352010,35201010
019873,40,4010,401010,40101015
019874,50,5020,502010,50201020
019876,45,4510,451030,45103010
019877,45,4510,451030,45103010
019878,40,4010,401010,40101015
019881,25,2530,253020,25302010
019883,10,1010,101020,10102020
019884,,,,
019885,40,4010,401010,40101010
019888,,,,
019889,,,,
019890,,,,
019891,40,4010,401010,40101015
019896,15,1510,151010,15101030
019897,,,,
019898,45,4520,452010,45201020
019901,35,3520,352020,35202010
019902,,,,
019904,25,2530,253010,25301020
019905,,,,
019906,25,2550,255020,25502020
019907,40,4010,401010,40101015
019908,45,4510,451030,45103010
019909,35,3510,351020,35102015
019910,45,4510,451010,45101010
019911,25,2510,251010,25101010
019912,35,3520,352020,35202010
019914,45,4510,451030,45103010
019916,40,4010,401010,40101015
019917,25,2530,253010,25301030
019919,45,4510,451030,45103010
019921,,,,
019922,20,2020,202010,20201050
019925,40,4020,402030,40203010
019927,40,4020,402030,40203020
019928,,,,
019929,20,2010,201040,20104010
019931,60,6010,601010,60101010
019932,40,4010,401010,40101015
019933,15,1510,151040,15104030
019934,30,3020,302020,30202030
019935,10,1010,101020,10102040
019940,45,4510,451010,45101010
019941,30,3020,302020,30202030
019943,15,1510,151040,15104030
019944,,,,
019945,,,,
019946,15,1510,151040,15104050
019947,,,,
019948,10,1010,101020,10102020
019949,,,,
019950,50,5010,501010,50101020
019951,35,3520,352010,35201010
019953,45,4520,452030,45203010
019954,40,4040,404010,40401020
019957,35,3510,351010,35101010
019959,,,,
019960,25,2530,253010,25301030
019961,40,4020,402010,40201020
019962,10,1010,101020,10102020
019964,,,,
019965,15,1510,151050,15105010
019966,60,6010,601040,60104010
019967,35,3520,352010,35201010
019968,25,2520,252010,25201030
019970,20,2010,201040,20104010
019974,40,4020,402030,40203010
019975,25,2520,252030,25203010
019976,25,2510,251010,25101010
019977,20,2010,201040,20104010
019981,15,1510,151040,15104050
019985,35,3520,352030,35203010
019987,20,2010,201030,20103010
019988,35,3520,352020,35202010
019989,45,4510,451030,45103010
019991,15,1510,151040,15104030
019993,25,2520,252010,25201040
019995,15,1510,151040,15104020
019997,15,1510,151040,15104030
019998,35,3520,352030,35203010
019999,20,2010,201010,20101010
020002,40,4010,401010,40101010
020003,35,3510,351010,35101010
020004,50,5020,502030,50203010
020005,20,2020,202010,20201030
020006,25,2520,252010,25201050
020007,15,1510,151040,15104030
020009,60,6020,602010,60201040
020010,35,3520,352020,35202010
020011,15,1510,151040,15104050
020012,40,4020,402010,40201020
020013,,,,
020018,35,3520,352010,35201010
020019,40,4010,401010,40101015
020020,20,2020,202010,20201070
020021,25,2530,253010,25301010
020023,40,4010,401010,40101010
020025,40,4010,401010,40101010
020027,40,4010,401010,40101010
020028,40,4010,401010,40101015
020029,40,4020,402030,40203010
020030,40,4010,401010,40101010
020031,20,2010,201040,20104010
020033,35,3520,352010,35201010
020034,25,2520,252010,25201020
020035,40,4010,401010,40101010
020036,20,2010,201020,20102010
020037,35,3520,352010,35201010
020038,40,4020,402010,40201020
020039,20,2020,202010,20201030
020040,35,3520,352020,35202010
020041,25,2530,253020,25302010
020042,35,3520,352010,35201010
020043,35,3510,351010,35101010
020044,20,2020,202020,20202010
020045,45,4520,452010,45201020
020046,40,4030,403010,40301030
020047,25,2540,254010,25401020
020048,10,1010,101020,10102020
020050,,,,
020051,45,4520,452030,45203010
020052,15,1510,151040,15104030
020053,15,1510,151040,15104020
020054,45,4510,451030,45103010
020055,35,3510,351020,35102030
020057,40,4020,402010,40201030
020058,,,,
020059,60,6010,601010,60101010
020060,40,4010,401020,40102010
020061,50,5010,501010,50101020
020062,,,,
020063,10,1010,101020,10102020
020064,10,1010,101020,10102020
020065,15,1510,151010,15101010
020066,,,,
020067,25,2530,253010,25301020
020068,15,1510,151040,15104050
020069,30,3030,303020,30302010
020070,,,,
020072,25,2550,255010,25501010
020073,10,1010,101020,10102020
020074,35,3510,351010,35101010
020075,40,4010,401020,40102010
020076,40,4010,401010,40101010
020078,45,4520,452010,45201020
020080,35,3510,351010,35101020
020082,15,1510,151040,15104020
020087,,,,
020088,45,4510,451030,45103010
020089,25,2530,253020,25302020
020090,45,4510,451030,45103020
020094,30,3030,303020,30302010
020096,35,3520,352020,35202010
020097,40,4010,401010,40101010
020098,,,,
020099,40,4030,403010,40301020
020103,35,3510,351010,35101010
020105,40,4020,402030,40203010
020109,40,4010,401010,40101015
020112,15,1510,151040,15104030
020113,25,2530,253010,25301040
020114,40,4020,402020,40202010
020115,35,3520,352020,35202010
020116,20,2020,202020,20202010
020117,20,2030,203030,20303010
020118,30,3020,302020,30202030
020119,25,2550,255010,25501010
020120,35,3520,352010,35201010
020121,40,4010,401010,40101010
020122,40,4010,401010,40101015
020125,45,4510,451010,45101010
020126,20,2010,201020,20102010
020128,45,4510,451030,45103010
020129,45,4510,451030,45103010
020130,55,5510,551050,55105020
020131,35,3510,351010,35101010
020133,35,3510,351010,35101010
020134,10,1010,101010,10101010
020135,35,3510,351010,35101020
020136,40,4040,404020,40402045
020138,15,1510,151040,15104020
020141,,,,
020142,20,2010,201040,20104010
020143,35,3510,351030,35103010
020146,25,2520,252010,25201030
020147,10,1010,101010,10101020
020149,25,2530,253020,25302010
020151,45,4510,451030,45103010
020154,45,4510,451020,45102010
020155,15,1510,151050,15105010
020157,20,2020,202010,20201050
020158,35,3510,351020,35102030
020160,10,1010,101020,10102030
020162,,,,
020163,,,,
020164,,,,
020165,,,,
020166,,,,
020168,10,1010,101020,10102020
020170,25,2530,253010,25301020
020177,45,4530,453010,45301010
020178,25,2540,254010,25401010
020179,10,1010,101020,10102040
020180,10,1010,101020,10102020
020181,15,1510,151040,15104050
020182,20,2030,203030,20303010
020183,35,3520,352010,35201010
020184,20,2010,201050,20105010
020185,15,1510,151010,15101030
020186,10,1010,101020,10102020
020188,40,4010,401010,40101010
020189,45,4520,452040,45204010
020190,,,,
020191,40,4010,401010,40101010
020192,35,3520,352020,35202010
020193,20,2020,202010,20201030
020194,15,1510,151010,15101050
020195,,,,
020196,25,2520,252030,25203010
020197,40,4010,401020,40102010
020198,10,1010,101020,10102020
020199,20,2020,202010,20201030
020200,40,4020,402010,40201020
020201,40,4020,402010,40201020
020202,35,3510,351030,35103010
020203,25,2550,255020,25502020
020204,25,2520,252030,25203010
020205,40,4010,401010,40101010
020206,40,4020,402010,40201020
020207,40,4020,402010,40201020
020208,40,4010,401010,40101010
020209,45,4520,452010,45201020
020210,35,3510,351010,35101010
020214,10,1010,101020,10102020
020216,40,4020,402030,40203010
020217,10,1010,101020,10102020
020218,35,3510,351020,35102020
020219,30,3020,302030,30203010
020220,20,2020,202010,20201030
020221,40,4010,401010,40101010
020222,15,1510,151050,15105010
020223,45,4520,452020,45202030
020225,35,3520,352010,35201010
020226,,,,
020227,,,,
020228,35,3520,352020,35202010
020229,45,4510,451030,45103010
020230,25,2550,255020,25502010
